Наименование,"Выручка, ₽",ИНН
"ООО""ГОСТИНИЧНЫЙ КОМПЛЕКС ""ПРИБАЛТИЙСКАЯ""",613 млн,7801202516
"ООО ""РЕСУРС""",613 млн,7814477050
"АО ""ЛЗСФ""",613 млн,5025001397
"ООО ""АВТОПРОМЖГУТ""",613 млн,5258145909
"ООО ""НОВЭКС ЭНДЖИН СИСТЕМС""",613 млн,6672211532
"ООО ""СФЕРА""",613 млн,7724449361
"ООО ""ОРИЕНТ ЭКСПРЕСС""",613 млн,2538069130
"ООО ""МАЙКУБЕН-ВЕСТ""",613 млн,5506229436
"ООО "" РЕКАДА""",613 млн,1015004666
"ООО ""ВЕРШИНА""",613 млн,1660321845
КПК ООО,613 млн,1517000016
"ООО ""РЕГИОН""",613 млн,3810049881
"МП ""ДГИ""",613 млн,3804045543
"АО ""ИМП-ЛОГИСТИКА""",613 млн,7708542606
"ООО ""ЛИГА-ТРАНС""",613 млн,7709864420
"ООО ""ПС ПРОЦЕССИНГ""",613 млн,7722773179
"ООО ""АДР""",613 млн,7705869579
"ООО ""ПРОФМАКС""",613 млн,2901255061
"АО ""ПАРКЕР ДРИЛЛИНГ КОМПАНИ ОФ САХАЛИН""",613 млн,7724183351
"ООО ""ОРГАНИК-С""",613 млн,7701364506
"ООО ""САРМА""",613 млн,2320158551
"ООО СХП ПЛЕМЗАВОД ""КУБАНЬ""",613 млн,2610020298
"ООО ""ИРДИСПОЛИМЕР""",613 млн,5050095494
"ООО ""ТД ЕНИСЕЙ""",613 млн,2454027310
"ООО ""ТЭК""",613 млн,7806334650
"ООО ""КОМПАНИЯ ВИТАНД""",613 млн,7710440150
"ООО ""МЕБЕЛЬ-М""",613 млн,7722303222
"ООО ""КОМПАНИЯ ПРОГРЕСС""",613 млн,7810544178
"ООО ""ИСКОНА""",613 млн,5018010425
"ООО ""ГЛОБАЛ ВЛ""",613 млн,2540256988
"ООО ""ГЛАВМОСТ""",613 млн,7708299750
"АО""ЧАПЛЫГИНСКИЙ КРАХМАЛЬНЫЙ ЗАВОД""",613 млн,4818000544
"ООО ""ИВАМЕД""",613 млн,7706106964
"ООО ""ЧИСТАЙ-АГРО""",613 млн,1652025899
"ООО ТПП ""ЮЖНАЯ СТОЛИЦА""",612 млн,2312236012
"ЗАО ""МОЛОДЕЦ""",612 млн,6113014968
"ООО ""ПРОФДЕКОР""",612 млн,2461030089
"ООО ""ТОРГОВЫЙ ДОМ М-АВТО""",612 млн,7329012500
"ООО ""ПРЕОБРАЖЕНИЕ""",612 млн,7104051330
"ЗАО ""ККУК""",612 млн,4029023921
"ООО ""ФЛЕКС""",612 млн,7722833325
"ООО ""БАРБАРИС""",612 млн,4632200361
"ООО ""СИБКОР-Н""",612 млн,5404148844
"АНО ""КЛИНИКА НИИТО""",612 млн,5406189081
"ООО ""КАМЕЛОТ""",612 млн,603006524
"ООО ""САГА ТЕЛЕКОМ""",612 млн,7702331743
"ООО ""КРУГЛЫЙ ГОД""",612 млн,4715025459
"ООО ""БАЛТФРУТ-СЕВЕРНАЯ СТОЛИЦА""",612 млн,4705029503
"ООО ""А1-ТК""",612 млн,2464217078
"ООО ""АЛЬЯНССТРОЙ""",612 млн,6168086520
"ООО ""РМ РЕЙЛ РВС""",612 млн,1327027450
"ООО ""МСС""",612 млн,5018132656
"ООО ""БЛАГОДАРНОЕ""",612 млн,2358006773
"ООО ""УЗАВТОЦЕНТР""",612 млн,9721077327
"ООО ""КАЗАНЬЭКСПРЕСС ФУЛФИЛМЕНТ""",612 млн,1648052064
ЗАО '' МАНИНО '',612 млн,3610008060
"МУП ""ВЛАДИКАВКАЗСКИЕ ТЕПЛОВЫЕ СЕТИ""",612 млн,1513083741
"ООО ""КРОВПОЛИМЕР""",612 млн,7730240760
"ООО ""УРАЛВЧМ""",612 млн,6679119864
"ООО ""ЭНЕРГОСЕРВИС""",612 млн,7017056269
"ООО ""КАСАВТОДОР""",612 млн,7716773727
"ООО ""ПЕРФОМАНС ЛАБ""",612 млн,7718733092
"ООО ""СПЕЦПРОМСТРОЙ""",612 млн,3808200479
"ООО ""РЕАКТИВ-СЕРВИС""",612 млн,5031057510
"ООО ХОЛДИНГ ""АМАР ГРУПП""",612 млн,6319171989
"ООО ""УНС""",612 млн,7206045287
"ООО ""ПК ""ПАРТНЕР-ДВ""",612 млн,2543107984
"ООО ""О'КЕЙ МЕНЕДЖМЕНТ""",612 млн,7816372052
"ООО ""СК ДЕЛЬ-МАР""",612 млн,7716935953
"ООО ЧОП ""ЦЕЗАРЬ СЕКЬЮРИТИ""",612 млн,7731571771
"ООО ""ПРОМТРАНС-Н""",612 млн,1639047117
"ЗАО ""АСК ПРИОЗЕРНЫЙ""",612 млн,5030052950
"ООО ""ТЕХНОМАРКЕТ ТМ""",612 млн,6950227473
"ООО ""СТ""",612 млн,7455033147
"ООО ""СЕМЬЯ И КОМФОРТ""",612 млн,9721019075
"ООО ""ТЕХСЕРВИС-СИБИРЬ""",612 млн,7203398615
"ООО ""ДОМ - СТРОЙ""",612 млн,4429002806
"ООО ""ТОРГОВЫЙ ДОМ НИКИТИН""",612 млн,4100014999
"ООО ""СИБЦЕМСТРОЙ""",612 млн,3812147387
"ООО ""НЕОКОМ СОФТВЕА""",612 млн,7801474510
"ООО ""ФРЭШСТОРЕ""",612 млн,5902854031
"ООО ""БРЯНСКИЙ МЕДВЕДЬ""",612 млн,3234045605
"ООО ""БИГ-СТРОЙ""",612 млн,9721098038
"ООО ""МК ЮТА""",612 млн,6316150684
"ООО ""РИТЕЙЛ""",612 млн,2511101066
"ООО ""СИБА-ВЕНДИНГ""",612 млн,7713703753
"ООО ""МАГИСТРАЛЬ""",612 млн,2366008485
"ООО ""СТХ""",612 млн,7721184710
"ООО ""ЭДВАЙС""",612 млн,6027135743
"ООО ""ЯСПГ""",612 млн,1645033842
"ООО ""ОПТОФФКОНСТРАКШН""",612 млн,7107115494
"ООО ""ПКФ АЛЮМИНИЙ ВПК""",612 млн,7713631210
"ООО ""ЦЕНТУРИОН-ЛОГИСТИК""",612 млн,5047096667
"ООО ""ТОРГОВЫЙ ДОМ ""МЕКА""",612 млн,6316220518
"ООО ""ТД СОЛНЕЧНЫЙ""",612 млн,7726375620
"ООО ""ТО""",612 млн,7708358389
"ООО ""ТЕХСЕРВИС-ВЛАДИВОСТОК""",612 млн,2540224305
"ООО ""ДОРНЕТ""",612 млн,7751143421
"ООО ""АРТА-ФАРМ""",612 млн,1655166961
"ООО ""КОЛЕСНИКОВ""",612 млн,6153026977
"ООО ""ЯБЛОКО""",612 млн,7816324370
"ЗАО ""ВОЛЧИХИНСКИЙ ПИВЗАВОД""",612 млн,2238000152
"ООО ""АВТО-РЕАЛ""",612 млн,5031128994
"ООО ""ВИП-ТЕКСТИЛЬ САМАРА""",611 млн,6318166979
"ООО МК ""ФЕРРО""",611 млн,5258125067
"ООО ""ЭГИТИНСКИЙ ГОК""",611 млн,305396893
"ООО ""МИР ВКУСА""",611 млн,6311186422
"ООО ""ЮНИОН СЕРВИС РУС""",611 млн,4025439414
"ООО ""АЙ-ТИ-ТИ ИНДАСТРИЗ РУС""",611 млн,7714905150
"ООО ""АВТОЭКСПРЕСС-ВЛАДИМИР""",611 млн,3328019488
"ООО ""ЭНВИСИ КАРБОН РУС""",611 млн,7811197223
"ООО ""ЮФК""",611 млн,9102203694
"ООО ""ГАРАНТ""",611 млн,5001117716
"ООО ""ДОМОДЕДОВО ТРЕЙНИНГ""",611 млн,5009096514
"ООО ""КОРМЕЛЛ - РАЗВИТИЕ""",611 млн,6234144369
"АО ""БЕЛУГА ПРОДЖЕКТС ЛОДЖИСТИК""",611 млн,7707715574
"ООО ""ЭР ЛИКИД ЛИПЕЦК""",611 млн,4826144571
"ООО ""СТАЛЬ-ТРЕЙД""",611 млн,7714385172
"ООО ""ЧЗПТ""",611 млн,7448171315
"ООО ""ПРИКУПМОЛ""",611 млн,2311305256
ООО «ОРБИТА»,611 млн,6453165851
"ООО ""ГАЗПРОМТЕХНОЛОГИЯ""",611 млн,274077333
"ООО ПРЕДПРИЯТИЕ ""НИЖПОЛИМЕРУПАК""",611 млн,5249045633
"ООО ""ОБЪЕДИНЕНИЕ ""ХОЗТОРГ""",611 млн,3665027791
"ЗАО ""НМД""",611 млн,277010224
"ООО ""СТЕЛЛМАРТ""",611 млн,7839421796
"ООО ""АЙС ТРЕЙД""",611 млн,7722482500
"ООО ""НИЖЕГОРОДПЛИТГРУП""",611 млн,5262352930
"ООО ""СПС-МОНТАЖ""",611 млн,8602236199
"АО ""РАДА КАПИТАЛ""",611 млн,7702257440
"ООО ""МАСТЕРБАУ""",611 млн,7723868970
"ООО ""СТРОЙКОМЭНЕРГО""",611 млн,7724949276
"ООО ""ФИЛЬМСЕРВИС""",611 млн,7707751727
"ООО ""КЕЙТЕРИНГ ПЛЮС""",611 млн,8904065870
"ООО ""КАЧКАНАРСКАЯ ТЕПЛОСНАБЖАЮЩАЯ КОМПАНИЯ""",611 млн,6615015348
"ООО ""ЕТН""",611 млн,2631036570
"ООО ""ПРОДТОРГФЕДЕРАЦИЯ""",611 млн,6312162424
"ООО ""СТРИМ""",611 млн,2223606871
"ООО ""ПРОММАШ""",611 млн,3319009758
"ООО ""СТРОЙЭФФЕКТ""",611 млн,6330086649
"АО ""ПРОМТОРГ""",611 млн,5903032926
"ООО ""ИННОДАТА""",611 млн,1615013510
"ООО ""ФРОСТ-СЕРВИС""",611 млн,7715446830
"ООО ""МАЛЕЧКИНСКАЯ ПТИЦЕФАБРИКА""",611 млн,3523023093
"ООО ""ЭЛИАС""",611 млн,7810596313
"ООО ""ППЖТ""",611 млн,7203192318
"ООО ""ЦФК ""ОКОННЫЙ ПЕТЕРБУРГ""",611 млн,7814400650
"ООО ТК ""СЕВЕР""",611 млн,5501226632
"ООО ""ТД ""МЯСНАЯ МАРКА""",611 млн,5406799640
"АО ""ХАРП-ЭНЕРГО-ГАЗ""",611 млн,8901016850
"ООО ""УФПГ""",611 млн,5902168681
"ООО ""ВОЗРОЖДЕНИЕ""",611 млн,4339010224
"ООО ""АС-МАГИСТРАЛЬ-СЕРВИС""",611 млн,4716016672
"ООО ""ЕВРАЗИЯ-СИАН""",611 млн,7735110482
"ООО ""В ЦЕНТРЕ""",611 млн,7743328002
"ООО ""ТД""АРКС""",611 млн,7722422741
"ООО ""СЕЛЬХОЗ-ГАЛАН""",611 млн,2339014592
"ООО ""АБЗАКОВО""",611 млн,256014475
"ООО ""ГРИЛЬКОФФ""",611 млн,6952000140
"ООО ""ПРОФИФЛЕКС""",611 млн,4725002771
"ООО""ВОЛОГОДСКАЯ КОММЕРЧЕСКАЯ КОМПАНИЯ""",611 млн,3525194376
"ООО ""АГРАС""",610 млн,3663096454
"ООО ""АЛЬЯНСАВТО""",610 млн,7448189961
"ООО ""ЕВРОАЭРОБЕТОН""",610 млн,4707036979
"ООО ""ЦЕМЕНТНЫЙ ДВОР""",610 млн,1650336497
"ООО ""МОДЕРН-ЭКСПО""",610 млн,5046054897
"ООО ""ЭРА""",610 млн,5837038217
"ЗАО ""ПК ТЕРМОБЕТОН""",610 млн,7703808531
"ООО ""ПИК-СТЕКЛО""",610 млн,9729152336
"ООО ""ЛИНКОМ""",610 млн,7452031014
"ООО ""КОЛЕСОМАРКЕТ""",610 млн,6730062586
"ООО ""СТРОЙИДЕАЛ""",610 млн,7825397504
"АО ""ЦСМ""",610 млн,6658112160
"ООО ""АПС ТЕХНОЛОДЖИ ЕВРАЗИЯ""",610 млн,265043225
"ООО ""ДЖИ ЭМ ТРЕЙДИНГ""",610 млн,7719470262
"АО ""ГАЗСБЫТСЕРВИС""",610 млн,6455006896
"ООО ""ГРАНДДОРСТРОЙ""",610 млн,3662198485
"ООО ""ИМПУЛЬС ГРУПП""",610 млн,7720771874
"ООО ""КСОР""",610 млн,7727290760
"ООО ТД ""РОЩИНСКИЙ""",610 млн,242013457
"АО ""СЕВГРАНКАРЬЕР""",610 млн,6659005925
"ООО ""ГАРАНТ-ТРЕЙД""",610 млн,6686025744
"ООО ""ЭКОЛАЙН""",610 млн,263024530
МУПАТ,610 млн,8904006963
"ООО ""ФАВОРИТ""",610 млн,7723875462
"ООО ""ТРАНСИНТЕРСЕРВИС-СПБ""",610 млн,7816198140
"ООО ""МЕЧЕЛ-ТРАНС АВТО""",610 млн,7714826638
"ООО ""ВЕКТОР""",610 млн,3810329350
"ООО ""ЛД-ПРИНТ""",610 млн,7801536117
"ОГКП ""КОРПОРАЦИЯ РАЗВИТИЯ КОММУНАЛЬНОГО КОМПЛЕКСА УЛЬЯНОВСКОЙ ОБЛАСТИ""",610 млн,7316000218
"ООО ""ПРИМФАРМА""",610 млн,2724179109
"ООО ""ГЛАВТРАНСИНЖИНИРИНГ""",610 млн,7719819786
"ООО ""СКС""",610 млн,3662126280
"ООО ""КАПИТ""",610 млн,6829143555
"ООО ""РУССТАР""",610 млн,2308257316
"АО ""МЯСОПРОДУКТЫ""",610 млн,8300030240
"МП ""НИЖЕГОРОДСКОЕ МЕТРО""",610 млн,5260197541
"ООО ""ОНЯРД""",610 млн,6678105918
"ООО ""БАЗА""",610 млн,6455042005
"ООО ""ФОТЕК""",610 млн,6660014314
"ООО ""ТО-М""",610 млн,5401132451
"ООО ""ЛГРУ""",610 млн,5024142941
"ООО ""ВИКОВ-РЕДУКТОРНЫЕ СИСТЕМЫ""",610 млн,6952314643
"ООО ""ВЭЛВУД""'",610 млн,4345251718
"ООО ""ГСС""",610 млн,2366030963
"АО ""СУП""",610 млн,7826059466
"ООО ""УРАЛПРОФСТРОЙ""",610 млн,7455013408
"ООО ""ОСМЭКС ТЕХНОЛОДЖИ""",610 млн,7707449900
"ООО ""БАТИ ЛОСИНО""",610 млн,5050064577
"ООО ""ИНТЕР РАО - ЦИФРОВЫЕ РЕШЕНИЯ""",610 млн,7701613978
"ООО ""ФИРМА ""АРЗУСТА""",609 млн,2320007633
"ООО ""ПРОМХИМСЕРВИС""",609 млн,5908028955
"ООО ""РОТАК""",609 млн,7714007163
"ООО ""ОМС-ПИТАНИЕ МЕТАЛЛУРГОВ""",609 млн,4217145513
"ООО ""КЛИШИ""",609 млн,7704797515
"ООО ""УМА""",609 млн,9718053559
"ООО ""РСК РЕГИОН""",609 млн,4825110234
"ООО ""ПЕРСПЕКТИВА""",609 млн,7728883629
"ООО ""КРОН""",609 млн,7021055814
"ООО ""СЕЛЬПО""",609 млн,6324037756
"ООО ""РБ""",609 млн,7725343230
"ООО ""ИЗОБИЛИЕ""",609 млн,2447013388
"ООО ""ЗДОРОВЬЕ-СЕВЕР""",609 млн,2373007517
"ООО ""ИМПЕРИЯ ТЕХНО""",609 млн,7810902923
"ООО ""СИТИ ФИЛЬМ""",609 млн,7725396881
"ОАО ""НЗСК""",609 млн,5404109771
"ООО ""ЭЙЧ КЬЮ ТРЕЙДИНГ""",609 млн,7802584258
"ООО ""РУСЭЛПРОМ-МС""",609 млн,9729257674
"ООО ""ЗЕЛЕНАЯ КРОВЛЯ""",609 млн,7717550956
"ООО ""АРГОС""",609 млн,3907000061
"ООО ""СФО АККОРД ФИНАНС""",609 млн,9715329167
"ООО ""ТАРВУД""",609 млн,6321176494
"АО ""ВСТ ТРАНСПОРТНАЯ КОМПАНИЯ"", АО ""ВСТ ТК""",609 млн,2457065346
"ООО ""АВТООПТ""",609 млн,7703428770
"ООО ""ОМЕГА-МЕДИА""",609 млн,7724507775
"ООО ""ЭНЕРГЕТИЧЕСКИЕ РЕШЕНИЯ""",609 млн,7722443692
"ООО ГК ""НОАТЕК""",609 млн,7729494230
"ООО ""ПРОДУКТ СЕРВИС""",609 млн,5043026130
"ООО ""АГФА ГРАФИКС""",609 млн,7724796446
"ООО ""МЕДФАРМ""",609 млн,6166101090
"ООО ""ЮБИСИ ЛОГИСТИКА""",609 млн,3120083653
"ООО""АНТАРЕС""",609 млн,7816300308
"ЗАО ""АГРОФИРМА ""МЯСО""",609 млн,5954000425
"ООО ""КАБЕЛЬ ПЛЮС СИСТЕМЫ""",609 млн,2461026300
"ООО ""АТМ""",609 млн,3662083413
"ООО ""СТАЛКЕР НН""",609 млн,5257104096
"ЧУЗ ""КБ ""РЖД-МЕДИЦИНА"" Г.ВОЛГОГРАД""",609 млн,3444116186
"ООО ""СТО ГАЗ""",609 млн,7805125365
"ООО ""ИНВЕСТТЕХСЕРВИС""",609 млн,7706631875
"ООО ""ТД""СТРОЙТРАСТ""",609 млн,7807185472
"ООО ""ТЕХНОИНВЕСТ""",609 млн,8603138067
"ООО""ВСМ-22""",609 млн,2724226550
"ООО ""ХИЛТЕК""",609 млн,7733356089
"ООО ""ХАРДЭНЕРДЖИ""",609 млн,7733261831
"ООО ""ВТОРМЕТИНДУСТРИЯ""",609 млн,2130074705
"АО ""ДОРОЖНОЕ""",609 млн,5252005775
"АО ""АГРОСКАНДИЯ""",609 млн,3920000046
"ООО ""РЕСПУБЛИКА""",609 млн,274145329
"ООО ""ГРУППА ОТР""",609 млн,7714987850
"ООО ""ФИКСЕН-ТРЕЙД""",609 млн,5040139760
"ООО ""АВТОРЕГИОН""",609 млн,5638068873
"ООО ""ТПК ""БАЗИС""",609 млн,7203301398
"ООО ""ПОЛИМАКС""",609 млн,6678066497
"ООО ""НЬЮФАРМ""",609 млн,3703015180
"ООО ""УКДС ГРУПП""",608 млн,6670059963
"ООО ""КЕРАМИЧЕСКИЙ СОЮЗ""",608 млн,7804273716
"ООО ""ФАВОРИТ АЛЬЯНС""",608 млн,7710392570
"ООО ""ЕСКО РУС""",608 млн,6671284168
"ООО ""НЦПИДПИРИ""",608 млн,9110009490
"ООО ""МИР""",608 млн,7202204320
"ООО ""ИНВЕСТАКТИВ""",608 млн,5015014213
"ООО ""ТД ГЕКСА - ДАЛЬНИЙ ВОСТОК""",608 млн,2725090742
"ООО ""МЕТСЕРВИС""",608 млн,2312205624
"ООО ""ЛИДЕР-АВТО""",608 млн,5190193678
"АО ""СОКОЛЬСКАЯ СУДОВЕРФЬ""",608 млн,3723000953
"ООО ""РОСЭНЕРГОСИСТЕМЫ""",608 млн,7804382585
"ООО ""СГК""",608 млн,2460254512
"ООО ""СЕВЕРНЕФТЬ""",608 млн,8602298452
"ООО ""СК АРТЕНА""",608 млн,7733333719
"ООО ""РТС""",608 млн,3664070628
"ООО ""КОНКОРД""",608 млн,6165166880
"ООО ""ФИРМА МХМ-5""",608 млн,7729362210
"ООО ""УКБХ""",608 млн,5311007230
"ООО ""ЭНЕРГОСТРОЙТЕХ""",608 млн,7814498839
